,...1,...2,validName,q5,q5_low,q5_high,q50,q50_low,q50_high,q95,q95_low,q95_high,year,id_cells,ndstcol,dstdoy,nObs,q5_CI,q50_CI,q95_CI,gcode,annualTemp,tempSeas,annualPrec,precSeas,overwinteringStage,voltinism,diurnality,WikiName,OrigSyn,decade,onset,offset,origin,onsetdate,Year,offsetdate,UnusualWarmDaysOnset,UnusualColdDaysOnset,UnusualWarmOnOff,UnusualColdOnOff,UnusualWarmSum,UnusualColdSum,duration,Seas,GDDOnsetSum,GDDOffsetSum,GDDOnOffSum,annualTemp_unscaled,tempSeas_unscaled,annualPrec_unscaled,precSeas_unscaled,UnusualWarmDaysOnset_unscaled,UnusualColdDaysOnset_unscaled,UnusualWarmOnOff_unscaled,UnusualColdOnOff_unscaled,UnusualWarmSum_unscaled,UnusualColdSum_unscaled
677,704,715,Polites origenes,192,190,200,203,190,209,211.4,202.4,212,0.655292183,178,-0.639007591,-0.671823664,5,10,19,9.6,Polites origenes.1992.178,-1.210667647,1.29077039,-1.661986604,2.418560168,L,U,D,Polites origenes,"Limochores origenes Fabricius, 1793[2]",1990,192,211,12/31/1991,7/10/1992,1992,7/29/1992,-0.091872197,2.561478451,-0.580261735,2.832955025,-0.46222606,3.557620457,19,Summer,734.1935733,266.1368174,1000.330391,111.7917377,10879.72136,653.8435397,0.688513908,1,5,0,5,1,10
678,705,716,Polites origenes,172,NA,NA,185,177,186,194.7,186,215,-1.779785798,162,-0.639007591,-0.319891716,15,249,9,29,Polites origenes.1953.162,0.193333223,0.548893399,-1.810595055,-1.135584571,L,U,D,Polites origenes,"Limochores origenes Fabricius, 1793[2]",1950,172,194,12/31/1952,6/21/1953,1953,7/13/1953,-0.091872197,-0.615307914,0.02640554,-0.641138474,-0.049411921,-0.829729516,22,Summer,663.1008382,391.8157119,1054.91655,146.2957979,10041.94379,623.987337,0.357681198,1,0,1,0,2,0
679,706,717,Polites peckius,175,NA,NA,212,210,214,253,223,261,0.030913213,145,-0.639007591,0.149350881,21,249,4,38,Polites peckius.1982.145,0.643898302,0.161179457,-0.266749813,-0.461178954,P,M,D,NA,NA,1980,175,253,12/31/1981,6/24/1982,1982,9/10/1982,-0.654742524,-0.615307914,-0.580261735,2.138136325,-0.875040199,0.925210473,78,Summer,790.2853245,1280.470468,2070.755793,157.3686718,9604.111038,934.1537905,0.420457324,0,0,0,4,0,4
680,707,718,Polites peckius,170,NA,NA,217,170,233,248,233,248,-1.342720519,162,0.057884786,-0.319891716,12,249,63,15,Polites peckius.1960.162,-0.642623163,1.080184323,-1.288359646,-0.150305972,P,M,D,NA,NA,1960,170,248,12/31/1959,6/18/1960,1960,9/4/1960,0.47099813,-0.615307914,-0.580261735,0.053680226,-0.049411921,-0.390994519,78,Summer,584.0029313,1228.310758,1812.313689,125.7517298,10641.91336,728.907118,0.449394511,2,0,0,1,2,1
681,708,719,Polites peckius,151,145,151,184,166,216,245.5,234,256.2,0.842605874,166,2.845454293,2.730185167,67,6,50,22.2,Polites peckius.1995.166,0.244219979,-0.008285572,-0.22645388,0.308008459,P,M,D,NA,NA,1990,151,245,12/31/1994,5/31/1995,1995,9/2/1995,-0.654742524,0.020049359,1.239740089,-0.641138474,0.363402218,-0.390994519,94,Summer,374.7884543,1600.702991,1975.491445,147.5463667,9412.739689,942.2494508,0.492056084,0,1,3,0,3,1
682,709,720,Polites peckius,153.75,144,159,224,217,226,243.2,239.15,249.7,0.90504377,166,3.54234667,4.02060231,80,15,9,10.55,Polites peckius.1996.166,-0.06093192,-0.572831921,2.326126449,-0.839068292,P,M,D,NA,NA,1990,153,243,12/31/1995,6/1/1996,1996,8/30/1996,0.47099813,0.655406632,-0.580261735,-0.641138474,-0.049411921,0.047740478,90,Summer,402.2678751,1450.94161,1853.209485,140.0470982,8775.215848,1455.075974,0.385282011,2,2,0,0,2,2
683,710,721,Polites peckius,150,146,166,191,178,208,214,178,214,-1.405158416,162,-0.406710132,0.032040232,21,20,30,36,Polites peckius.1959.162,-0.371477417,1.650902902,-0.472846175,-1.444955764,P,M,D,NA,NA,1950,150,214,12/31/1958,5/30/1959,1959,8/2/1959,-0.654742524,-0.615307914,0.02640554,-0.641138474,-0.46222606,-0.829729516,64,Summer,443.3731386,1039.890864,1483.264003,132.4152792,11286.4073,892.747971,0.328883803,0,0,1,0,1,0
684,711,722,Polites peckius,150.6,144,155,209,161,217,234.8,232,254,1.029919564,166,1.21937208,1.439768024,33,11,56,22,Polites peckius.1998.166,0.620926387,-1.416238842,0.663167953,-0.307915439,P,M,D,NA,NA,1990,150,234,12/31/1997,5/30/1998,1998,8/22/1998,1.033868457,-0.615307914,-0.580261735,0.053680226,0.363402218,-0.390994519,84,Summer,508.0364908,1367.243495,1875.279986,156.8041249,7822.783828,1120.979055,0.434723649,3,0,0,1,3,1
685,712,723,Polites peckius,148,145,149,167,158,201,241,216,245,1.092357461,166,2.148561916,2.260942569,61,4,43,29,Polites peckius.1999.166,0.535212214,-0.530074919,0.701739145,1.211555032,P,M,D,NA,NA,1990,148,241,12/31/1998,5/28/1999,1999,8/29/1999,-0.654742524,-0.615307914,3.666409189,-0.641138474,2.014658775,-0.829729516,93,Summer,415.1196733,1623.846219,2038.965892,154.697654,8823.499941,1128.728206,0.576161483,0,0,7,0,7,0
686,713,724,Polites peckius,161.05,149,162.15,214,180,220,257.35,242.95,267,0.967481667,166,2.845454293,3.434049063,62,13.15,40,24.05,Polites peckius.1997.166,-0.00767529,-0.762614608,-0.008803027,-0.710956298,P,M,D,NA,NA,1990,161,257,12/31/1996,6/10/1997,1997,9/14/1997,-0.654742524,-0.615307914,-0.580261735,0.748498926,-0.875040199,0.047740478,96,Summer,413.3118214,1552.63823,1965.950052,141.3559079,8560.900429,985.9766272,0.397207141,0,0,0,2,0,2
687,714,725,Polites themistocles,157.55,157,158,160,158,166,241.8,176.05,244,0.405540595,145,-0.639007591,-0.319891716,12,1,8,67.95,Polites themistocles.1988.145,0.753108236,0.896587893,-0.965924974,-0.264847976,P,M,D,NA,NA,1980,157,241,12/31/1987,6/5/1988,1988,8/28/1988,-0.091872197,-0.615307914,2.453074639,2.138136325,1.601844636,0.925210473,84,Summer,528.8022176,1576.531534,2105.333752,160.0525634,10434.58388,793.6859029,0.438732525,1,0,5,4,6,4
688,715,726,Polites themistocles,142,140,143,166,151.2575107,166,234,222,250,0.842605874,166,2.380859375,2.260942569,61,3,14.74248935,28,Polites themistocles.1995.166,0.244219979,-0.008285572,-0.22645388,0.308008459,P,M,D,NA,NA,1990,142,234,12/31/1994,5/22/1995,1995,8/22/1995,-0.654742524,0.020049359,1.239740089,-0.641138474,0.363402218,-0.390994519,92,Summer,275.1325886,1535.665866,1810.798455,147.5463667,9412.739689,942.2494508,0.492056084,0,1,3,0,3,1
689,716,727,Polites themistocles,157.2,155,165,220,173,223,238,232,252.2,0.967481667,166,1.916264457,2.14363192,43,10,50,20.2,Polites themistocles.1997.166,-0.00767529,-0.762614608,-0.008803027,-0.710956298,P,M,D,NA,NA,1990,157,238,12/31/1996,6/6/1997,1997,8/26/1997,-0.654742524,-0.615307914,-0.580261735,0.053680226,-0.875040199,-0.390994519,81,Summer,390.4190971,1323.125753,1713.54485,141.3559079,8560.900429,985.9766272,0.397207141,0,0,0,1,0,1
690,717,728,Polites themistocles,141.6,138,155,204,156,209,227,219.2,228,1.029919564,166,0.754777163,0.853214777,23,17,53,8.8,Polites themistocles.1998.166,0.620926387,-1.416238842,0.663167953,-0.307915439,P,M,D,NA,NA,1990,141,227,12/31/1997,5/21/1998,1998,8/15/1998,2.722479437,-0.615307914,-0.580261735,0.053680226,1.601844636,-0.390994519,86,Summer,431.3321138,1366.84557,1798.177684,156.8041249,7822.783828,1120.979055,0.434723649,6,0,0,1,6,1
691,718,729,Polites themistocles,148.9,148,149,167,157,214,243.4,237,263,1.092357461,166,0.987074622,1.205146725,39,1,57,26,Polites themistocles.1999.166,0.535212214,-0.530074919,0.701739145,1.211555032,P,M,D,NA,NA,1990,148,243,12/31/1998,5/28/1999,1999,8/31/1999,-0.654742524,-0.615307914,3.666409189,-0.641138474,2.014658775,-0.829729516,95,Summer,415.1196733,1654.253692,2069.373365,154.697654,8823.499941,1128.728206,0.576161483,0,0,7,0,7,0
692,719,730,Polites themistocles,155.6,148,157,224,215,224,239,232.2,243,0.90504377,166,3.54234667,3.082117115,77,9,9,10.8,Polites themistocles.1996.166,-0.06093192,-0.572831921,2.326126449,-0.839068292,P,M,D,NA,NA,1990,155,239,12/31/1995,6/3/1996,1996,8/26/1996,0.47099813,0.655406632,-0.580261735,-0.641138474,-0.049411921,0.047740478,84,Summer,422.6326226,1363.668208,1786.300831,140.0470982,8775.215848,1455.075974,0.385282011,2,2,0,0,2,2
693,720,731,Polygonia comma,119,112,151,198,126,291,294,245,294,0.90504377,166,0.522479704,-0.085270418,11,39,165,49,Polygonia comma.1996.166,-0.06093192,-0.572831921,2.326126449,-0.839068292,A,M,D,Polygonia comma,Nymphalis comma,1990,119,294,12/31/1995,4/28/1996,1996,10/20/1996,-0.654742524,0.020049359,0.633072815,1.443317626,-0.049411921,0.925210473,175,Spring,123.3908615,2260.513978,2383.90484,140.0470982,8775.215848,1455.075974,0.385282011,0,1,2,3,2,4
694,721,732,Polygonia comma,111,NA,NA,198,179,207,278.8,222,280,0.967481667,166,0.522479704,0.032040232,13,249,28,58,Polygonia comma.1997.166,-0.00767529,-0.762614608,-0.008803027,-0.710956298,A,M,D,Polygonia comma,Nymphalis comma,1990,111,278,12/31/1996,4/21/1997,1997,10/5/1997,0.47099813,-0.615307914,-0.580261735,0.748498926,-0.049411921,0.047740478,167,Spring,94.23372555,2141.928433,2236.162158,141.3559079,8560.900429,985.9766272,0.397207141,2,0,0,2,2,2
695,722,733,Polygonia comma,115.85,115,121.95,197,178,212,275.9,228.3,281,0.842605874,166,0.987074622,0.618593478,18,6.95,34,52.7,Polygonia comma.1995.166,0.244219979,-0.008285572,-0.22645388,0.308008459,A,M,D,Polygonia comma,Nymphalis comma,1990,115,275,12/31/1994,4/25/1995,1995,10/2/1995,-0.654742524,0.020049359,1.239740089,-0.641138474,0.363402218,-0.390994519,160,Spring,113.8645778,2234.581142,2348.44572,147.5463667,9412.739689,942.2494508,0.492056084,0,1,3,0,3,1
696,723,734,Polygonia interrogationis,143.2,139,160,206,174,209,232.2,214,234,0.218226904,145,-0.639007591,-0.085270418,13,21,35,20,Polygonia interrogationis.1985.145,0.573704293,0.963679588,-0.17962905,1.971125641,A,M,D,Polygonia interrogationis,Nymphalis interrogationis,1980,143,232,12/31/1984,5/23/1985,1985,8/20/1985,0.47099813,-0.615307914,-0.580261735,0.748498926,-0.049411921,0.047740478,89,Summer,560.500558,1426.771354,1987.271912,155.6436171,10510.34835,951.6568002,0.646865076,2,0,0,2,2,2
697,724,735,Polygonia interrogationis,146.25,125,150,190.5,170,191,198.35,192,206,-0.031524684,166,0.290182245,0.26666153,18,25,21,14,Polygonia interrogationis.1981.166,0.035707215,-0.087202397,-0.12108528,0.768385787,A,M,D,Polygonia interrogationis,Nymphalis interrogationis,1980,146,198,12/31/1980,5/26/1981,1981,7/17/1981,-0.091872197,0.020049359,0.02640554,-0.641138474,-0.049411921,-0.390994519,52,Summer,405.8368741,855.9514652,1261.788339,142.4220558,9323.621484,963.4185448,0.534909679,1,1,1,0,2,1
698,725,736,Polygonia interrogationis,143.5,141,146,166,141,166,226,206,236,0.842605874,166,0.522479704,-0.085270418,11,5,25,30,Polygonia interrogationis.1995.166,0.244219979,-0.008285572,-0.22645388,0.308008459,A,M,D,Polygonia interrogationis,Nymphalis interrogationis,1990,143,226,12/31/1994,5/23/1995,1995,8/14/1995,-0.654742524,0.020049359,1.239740089,-0.641138474,0.363402218,-0.390994519,83,Summer,284.69913,1377.652561,1662.351691,147.5463667,9412.739689,942.2494508,0.492056084,0,1,3,0,3,1
699,726,737,Polygonia interrogationis,173.25,167,181.5,211.5,198,227,293.25,272.75,303,0.90504377,166,1.451669539,1.674389323,26,14.5,29,30.25,Polygonia interrogationis.1996.166,-0.06093192,-0.572831921,2.326126449,-0.839068292,A,M,D,Polygonia interrogationis,Nymphalis interrogationis,1990,173,293,12/31/1995,6/21/1996,1996,10/19/1996,0.47099813,0.655406632,-0.580261735,0.053680226,-0.049411921,0.486475476,120,Summer,662.6268989,1664.269439,2326.896338,140.0470982,8775.215848,1455.075974,0.385282011,2,2,0,1,2,3
700,727,738,Polygonia interrogationis,143,NA,NA,193.5,171,198,219.4,201.15,222,0.967481667,166,0.290182245,0.032040232,14,249,27,20.85,Polygonia interrogationis.1997.166,-0.00767529,-0.762614608,-0.008803027,-0.710956298,A,M,D,Polygonia interrogationis,Nymphalis interrogationis,1990,143,219,12/31/1996,5/23/1997,1997,8/7/1997,-0.654742524,-0.615307914,-0.580261735,0.053680226,-0.875040199,-0.390994519,76,Summer,286.3705318,1158.200884,1444.571416,141.3559079,8560.900429,985.9766272,0.397207141,0,0,0,1,0,1
701,728,739,Polygonia interrogationis,133.3,119,145,193,154,209,234,205.7,234,1.092357461,166,0.522479704,0.032040232,12,26,55,28.3,Polygonia interrogationis.1999.166,0.535212214,-0.530074919,0.701739145,1.211555032,A,M,D,Polygonia interrogationis,Nymphalis interrogationis,1990,133,234,12/31/1998,5/13/1999,1999,8/22/1999,-0.654742524,-0.615307914,3.666409189,-0.641138474,2.014658775,-0.829729516,101,Summer,275.3466752,1658.753636,1934.100312,154.697654,8823.499941,1128.728206,0.576161483,0,0,7,0,7,0
702,730,741,Polygonia interrogationis,145,132,166.6,180,175,180,199,189,232,0.280664801,145,-0.406710132,0.618593478,27,34.6,5,43,Polygonia interrogationis.1986.145,0.773694249,0.29069672,-0.263261146,-1.210790025,A,M,D,Polygonia interrogationis,Nymphalis interrogationis,1980,145,199,12/31/1985,5/25/1986,1986,7/18/1986,1.033868457,0.020049359,-0.580261735,-0.641138474,0.363402218,-0.390994519,54,Summer,552.6493753,909.4620341,1462.111409,160.5584755,9750.370673,934.8546818,0.350680801,3,1,0,0,3,1
703,731,742,Pompeius verna,171,NA,NA,180,172,183,188.45,183,189,-1.405158416,162,-0.406710132,-0.319891716,12,249,11,6,Pompeius verna.1959.162,-0.371477417,1.650902902,-0.472846175,-1.444955764,L,M,D,Pompeius verna,"Vernia verna W. H. Edwards, 1862",1950,171,188,12/31/1958,6/20/1959,1959,7/7/1959,-0.654742524,-0.615307914,0.02640554,-0.641138474,-0.46222606,-0.829729516,17,Summer,681.3275288,295.8759181,977.2034468,132.4152792,11286.4073,892.747971,0.328883803,0,0,1,0,1,0
704,732,743,Pompeius verna,174.85,174,185.9,189.5,188,193,202,194.35,202,0.90504377,166,0.522479704,-0.085270418,18,11.9,5,7.65,Pompeius verna.1996.166,-0.06093192,-0.572831921,2.326126449,-0.839068292,L,M,D,Pompeius verna,"Vernia verna W. H. Edwards, 1862",1990,174,202,12/31/1995,6/22/1996,1996,7/20/1996,0.47099813,0.655406632,-0.580261735,-0.641138474,-0.049411921,0.047740478,28,Summer,666.7749631,468.5253585,1135.300322,140.0470982,8775.215848,1455.075974,0.385282011,2,2,0,0,2,2
705,733,744,Pompeius verna,183.7,154,187,194,189,201,220.8,208.3,228,0.967481667,166,0.987074622,0.618593478,19,33,12,19.7,Pompeius verna.1997.166,-0.00767529,-0.762614608,-0.008803027,-0.710956298,L,M,D,Pompeius verna,"Vernia verna W. H. Edwards, 1862",1990,183,220,12/31/1996,7/2/1997,1997,8/8/1997,-0.654742524,-0.615307914,-0.580261735,0.053680226,-0.875040199,-0.390994519,37,Summer,692.6746018,642.2085596,1334.883161,141.3559079,8560.900429,985.9766272,0.397207141,0,0,0,1,0,1
706,734,745,Pompeius verna,178.8,173,184,185,184,185,200.5,191.3,215,1.092357461,166,0.987074622,0.26666153,30,11,1,23.7,Pompeius verna.1999.166,0.535212214,-0.530074919,0.701739145,1.211555032,L,M,D,Pompeius verna,"Vernia verna W. H. Edwards, 1862",1990,178,200,12/31/1998,6/27/1999,1999,7/19/1999,1.033868457,-0.615307914,1.239740089,-0.641138474,1.601844636,-0.829729516,22,Summer,743.8186591,438.1571143,1181.975773,154.697654,8823.499941,1128.728206,0.576161483,3,0,3,0,6,0
707,735,746,Pompeius verna,179,172,179.35,185,183.5,187,200,194.25,201,0.842605874,166,1.21937208,0.501282829,28,7.35,3.5,6.75,Pompeius verna.1995.166,0.244219979,-0.008285572,-0.22645388,0.308008459,L,M,D,Pompeius verna,"Vernia verna W. H. Edwards, 1862",1990,179,200,12/31/1994,6/28/1995,1995,7/19/1995,-0.091872197,-0.615307914,0.633072815,-0.641138474,0.363402218,-0.829729516,21,Summer,709.6189988,371.4193267,1081.038325,147.5463667,9412.739689,942.2494508,0.492056084,1,0,2,0,3,0
708,736,747,Satyrium acadica,182.25,179,184,188,182,188,198.05,193.1,200,-1.217844725,166,0.057884786,-0.202581067,14,5,6,6.9,Satyrium acadica.1962.166,-0.205473696,-0.229553497,0.108078324,-1.19428446,E,M,D,Satyrium acadica,Strymon acadica,1960,182,198,12/31/1961,7/1/1962,1962,7/17/1962,-0.091872197,-0.615307914,-0.580261735,-0.641138474,-0.46222606,-0.829729516,16,Summer,753.8622476,261.780722,1015.64297,136.494908,9162.869014,1009.458692,0.352217199,1,0,0,0,1,0
709,737,748,Satyrium acadica,179.75,177,182,187.5,182,192,196.05,191.45,201,-0.09396258,166,0.057884786,-0.319891716,12,5,10,9.55,Satyrium acadica.1980.166,0.048961975,0.349258724,-0.578978893,2.105049215,E,M,D,Satyrium acadica,Strymon acadica,1980,179,196,12/31/1979,6/27/1980,1980,7/14/1980,-0.654742524,1.926121178,-0.580261735,-0.641138474,-0.875040199,0.925210473,17,Summer,677.7932236,289.5246284,967.317852,142.7477985,9816.50284,871.4253618,0.659331169,0,4,0,0,0,4
710,738,749,Satyrium calanus,191,175,191,191,NA,NA,206,191,239,-0.905655241,147,-0.406710132,-0.671823664,21,16,336,48,Satyrium calanus.1967.147,0.971597661,-0.671324019,0.205068602,2.340989895,E,U,D,Satyrium calanus,"Rusticus calanus H<fc>bner, [1809]",1960,191,206,12/31/1966,7/10/1967,1967,7/25/1967,-0.654742524,0.655406632,-0.580261735,-0.641138474,-0.875040199,0.047740478,15,Summer,853.4748451,296.3832174,1149.858063,165.422056,8663.991923,1028.944538,0.681293385,0,2,0,0,0,2
711,739,750,Satyrium calanus,175.5,174,179,192,174,192,194.1,188.1,195,0.780167977,163,-0.639007591,-0.789134314,7,5,18,6.9,Satyrium calanus.1994.163,-0.493466992,0.748174855,-0.808791959,-0.560230361,E,U,D,Satyrium calanus,"Rusticus calanus H<fc>bner, [1809]",1990,175,194,12/31/1993,6/24/1994,1994,7/13/1994,2.15960911,-0.615307914,-0.580261735,-0.641138474,1.189030497,-0.829729516,19,Summer,691.5744652,332.3925524,1023.967018,129.4173212,10266.98586,825.2547341,0.411237259,5,0,0,0,5,0
712,740,751,Satyrium calanus,168,159,189,189,159,159,204.2,190.4,206,-1.967099489,166,-0.639007591,-0.671823664,7,30,0,15.6,Satyrium calanus.1950.166,-0.103165632,-0.855850545,0.275513681,-1.022183875,E,U,D,Satyrium calanus,"Rusticus calanus H<fc>bner, [1809]",1950,168,204,12/31/1949,6/17/1950,1950,7/23/1950,-0.654742524,-0.615307914,-0.580261735,1.443317626,-0.875040199,0.486475476,36,Summer,537.0266509,573.0520105,1110.078661,139.0091825,8455.612116,1043.097317,0.368236947,0,0,0,3,0,3
713,741,752,Satyrium calanus,171.5,167,177,177,167,167,195,177,195,-1.717347901,166,0.057884786,-0.789134314,10,10,0,18,Satyrium calanus.1954.166,0.168234131,-0.919561553,0.799914401,0.50087206,E,U,D,Satyrium calanus,"Rusticus calanus H<fc>bner, [1809]",1950,171,195,12/31/1953,6/20/1954,1954,7/14/1954,-0.654742524,-0.615307914,-0.580261735,-0.641138474,-0.875040199,-0.829729516,24,Summer,600.2060248,390.6369559,990.8429807,145.6789745,8383.665345,1148.45212,0.510008529,0,0,0,0,0,0
714,742,753,Satyrium calanus,175.6,175,177,183,175,183,202.2,183,210,-1.654910004,166,-0.406710132,-0.554513015,7,2,8,27,Satyrium calanus.1955.166,0.1549919,0.518647333,0.374406818,3.499111712,E,U,D,Satyrium calanus,"Rusticus calanus H<fc>bner, [1809]",1950,175,202,12/31/1954,6/24/1955,1955,7/21/1955,-0.091872197,-0.615307914,-0.580261735,-0.641138474,-0.46222606,-0.829729516,27,Summer,674.2322108,509.5219733,1183.754184,145.3535397,10007.78789,1062.965457,0.789095573,1,0,0,0,1,0
715,743,754,Satyrium calanus,165.25,163,168,177,170,181,181,172,181,-1.53003421,166,-0.174412673,-0.554513015,10,5,11,9,Satyrium calanus.1957.166,0.383745154,-0.372294652,-0.484145106,0.71478586,E,U,D,Satyrium calanus,"Rusticus calanus H<fc>bner, [1809]",1950,165,181,12/31/1956,6/14/1957,1957,6/30/1957,0.47099813,-0.615307914,1.846407364,-0.641138474,1.601844636,-0.829729516,16,Summer,610.551024,317.9312486,928.4822726,150.9752713,9001.676067,890.4779576,0.529920403,2,0,4,0,6,0
716,744,755,Satyrium calanus,189,NA,NA,195,189,203,203,190.5,203,-1.280282622,166,-0.639007591,-0.789134314,6,249,14,12.5,Satyrium calanus.1961.166,-0.027394477,0.148153041,0.191986782,-1.747700861,E,U,D,Satyrium calanus,"Rusticus calanus H<fc>bner, [1809]",1960,189,203,12/31/1960,7/8/1961,1961,7/22/1961,-0.091872197,0.020049359,-0.580261735,-0.641138474,-0.46222606,-0.390994519,14,Summer,765.5409982,243.4429645,1008.983963,140.8712985,9589.40073,1026.316333,0.300703189,1,1,0,0,1,1
717,745,756,Satyrium calanus,165,NA,NA,179,165,179,188.4,179.8,189,-1.217844725,166,-0.639007591,-0.437202366,13,249,14,9.2,Satyrium calanus.1962.166,-0.205473696,-0.229553497,0.108078324,-1.19428446,E,U,D,Satyrium calanus,"Rusticus calanus H<fc>bner, [1809]",1960,165,188,12/31/1961,6/14/1962,1962,7/7/1962,1.596738783,-0.615307914,-0.580261735,-0.641138474,0.776216358,-0.829729516,23,Summer,590.0355749,355.2837234,945.3192983,136.494908,9162.869014,1009.458692,0.352217199,4,0,0,0,4,0
718,746,757,Satyrium calanus,175.7,175,177,179,176,196,196,177,196,-0.71834155,166,-0.406710132,-0.789134314,8,2,20,19,Satyrium calanus.1970.166,-0.087636772,0.415998811,-0.077068037,-0.923320707,E,U,D,Satyrium calanus,"Rusticus calanus H<fc>bner, [1809]",1970,175,196,12/31/1969,6/24/1970,1970,7/15/1970,-0.654742524,0.020049359,-0.580261735,-0.641138474,-0.875040199,-0.390994519,21,Summer,708.7875006,336.8351835,1045.622684,139.3908124,9891.870251,972.2618355,0.37743949,0,1,0,0,0,1
719,747,758,Satyrium calanus,185,184,189,190,184,190,194,189,195,-0.468589962,166,-0.406710132,-0.789134314,5,5,6,6,Satyrium calanus.1974.166,0.118282123,-0.811089526,0.535058925,-0.740154008,E,U,D,Satyrium calanus,"Rusticus calanus H<fc>bner, [1809]",1970,185,194,12/31/1973,7/4/1974,1974,7/13/1974,-0.091872197,0.655406632,-0.580261735,-0.641138474,-0.46222606,0.047740478,9,Summer,705.4002779,185.7986667,891.1989447,144.4513776,8506.15928,1095.241292,0.394489312,1,2,0,0,1,2
720,748,759,Satyrium calanus,171,NA,NA,184,175,185,207,192,209,-0.343714168,166,-0.639007591,-0.202581067,23,249,10,17,Satyrium calanus.1976.166,0.003739859,-0.374574202,0.135545694,0.337050717,E,U,D,Satyrium calanus,"Rusticus calanus H<fc>bner, [1809]",1970,171,207,12/31/1975,6/19/1976,1976,7/25/1976,1.033868457,0.020049359,-0.580261735,0.748498926,0.363402218,0.486475476,36,Summer,625.2795077,620.6811943,1245.960702,141.6364412,8999.101846,1014.977028,0.494759443,3,1,0,2,3,3
721,749,760,Satyrium calanus,175,157,175,178,175,178,194.2,192,205,-0.218838374,166,0.290182245,0.26666153,35,18,3,13,Satyrium calanus.1978.166,-0.267959572,0.025642235,0.566595156,0.868712983,E,U,D,Satyrium calanus,"Rusticus calanus H<fc>bner, [1809]",1970,175,194,12/31/1977,6/24/1978,1978,7/13/1978,-0.654742524,0.655406632,-0.580261735,0.748498926,-0.875040199,0.925210473,19,Summer,626.2177266,300.6226321,926.8403587,134.9592847,9451.053259,1101.577083,0.544248499,0,2,0,2,0,4
722,750,761,Satyrium calanus,167.25,166,170,176,170,173,190,184,195,-0.156400477,166,0.057884786,0.032040232,26,4,3,11,Satyrium calanus.1979.166,0.001483224,-0.175810744,1.454394287,0.390024111,E,U,D,Satyrium calanus,"Rusticus calanus H<fc>bner, [1809]",1970,167,190,12/31/1978,6/16/1979,1979,7/9/1979,0.47099813,0.020049359,-0.580261735,2.832955025,-0.049411921,1.802680468,23,Summer,622.5783633,323.6987362,946.2770995,141.5809832,9223.558958,1279.940497,0.499690399,2,1,0,5,2,6
